id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,alley,lot_shape,land_contour,lot_config,land_slope,condition_1,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,total_sq_ft,total_baths,additional_area,house_type_1Fam,house_type_Duplex,house_type_Twnhs,neighborhood_BrkSide,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_IDOTRR,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,bsmt_qual_2,bsmt_sf,bsmt_cond_2,bsmt_sf_x_cond2,bsmt_sf_x_qual_2,exter_qual2,exter_cond2,remodel_year,remodel_yn,fireplace_yn,pool_yn,Basement_yn,garage_yn,house_sf_x_overall_qual,overall_qual_x_overall_cond
1825,532377050,20,RL,84.0,7476,NA,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,5,7,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,812.0,Unf,0.0,228.0,1040.0,TA,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,1,3,1,TA,5,Typ,0,NA,Detchd,1991.0,Fin,2.0,686.0,TA,TA,Y,188,0,0,0,0,0,NA,NA,0,6,2007,WD ,145000.0,2080.0,2.5,686.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1040.0,3,3120.0,3120.0,3,3,0,0,0,0,1,1,10400.0,35
2208,909254150,50,RL,53.0,5362,NA,Reg,Lvl,Corner,Gtl,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,661.0,661.0,Ex,Y,SBrkr,661,589,0,1250,0.0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1985.0,Unf,2.0,552.0,TA,TA,Y,242,0,81,0,0,0,NA,NA,0,11,2007,WD ,139000.0,1911.0,2.0,552.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,661.0,3,1983.0,1983.0,3,3,93,1,1,0,1,1,9555.0,30
1646,527302020,80,RL,78.0,12090,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,Ex,Y,SBrkr,1140,728,0,1868,0.0,0.0,3,1,3,1,TA,7,Typ,1,TA,BuiltIn,1984.0,Fin,2.0,477.0,TA,TA,Y,268,112,0,0,147,0,NA,NA,0,1,2007,WD ,178000.0,2453.0,3.5,477.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,585.0,3,1755.0,2340.0,3,3,19,1,1,0,1,1,14718.0,42
1060,528118090,60,RL,96.0,12539,NA,Reg,Lvl,Inside,Gtl,PosN,1Fam,2Story,10,5,2005,2006,Hip,CemntBd,CmentBd,BrkFace,468.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1082.0,Unf,0.0,538.0,1620.0,Ex,Y,SBrkr,1632,1158,0,2790,1.0,0.0,2,1,4,1,Ex,10,Typ,1,Ex,BuiltIn,2005.0,Fin,4.0,1150.0,TA,TA,Y,30,200,0,0,192,0,NA,NA,0,6,2008,WD ,460000.0,4410.0,3.5,1150.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1620.0,3,4860.0,8100.0,5,3,1,1,1,0,1,1,44100.0,50
748,903400220,75,RL,51.0,11888,Pave,IR1,Bnk,Inside,Gtl,PosN,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,844.0,844.0,Gd,N,FuseA,1445,689,0,2134,0.0,0.0,2,0,5,1,Gd,10,Typ,0,NA,Detchd,1930.0,Unf,2.0,441.0,TA,TA,Y,0,60,268,0,0,0,NA,NA,0,7,2009,WD ,214500.0,2978.0,2.0,441.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,844.0,3,2532.0,2532.0,3,3,78,1,0,0,1,1,17868.0,36
2846,909131125,190,RH,60.0,7082,NA,Reg,Lvl,Inside,Gtl,Norm,2fmCon,2Story,5,8,1916,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0.0,Unf,0.0,686.0,686.0,Gd,Y,SBrkr,948,980,0,1928,0.0,0.0,2,0,5,2,TA,10,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,0,0,228,0,0,0,NA,NA,0,7,2006,WD ,160000.0,2614.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,686.0,3,2058.0,2058.0,3,3,79,1,0,0,1,0,13070.0,40
493,528292070,60,RL,64.0,8755,NA,IR1,Lvl,FR2,Gtl,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,772.0,Unf,0.0,220.0,992.0,Ex,Y,SBrkr,1022,1038,0,2060,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2.0,390.0,TA,TA,Y,0,0,0,168,0,0,GdPrv,NA,0,6,2009,WD ,214000.0,3052.0,3.5,390.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,992.0,3,2976.0,3968.0,4,3,0,0,1,0,1,1,21364.0,35
694,902103100,50,RM,68.0,4080,Grvl,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,Gd,Y,SBrkr,861,517,0,1378,0.0,0.0,1,0,3,1,Gd,6,Typ,0,NA,Detchd,1920.0,Unf,1.0,162.0,Fa,Fa,P,54,0,40,0,0,0,NA,NA,0,6,2009,WD ,128900.0,2279.0,1.0,162.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,901.0,3,2703.0,2703.0,3,3,63,1,0,0,1,1,13674.0,48
2283,923205025,190,RL,74.0,32463,NA,Reg,Low,Inside,Mod,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159.0,Unf,0.0,90.0,1249.0,Ex,Y,SBrkr,1622,0,0,1622,1.0,0.0,1,0,3,1,TA,7,Typ,1,TA,2Types,1975.0,Fin,4.0,1356.0,TA,TA,Y,439,0,0,0,0,0,NA,NA,0,3,2007,WD ,168000.0,2871.0,2.0,1356.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1249.0,3,3747.0,3747.0,3,4,14,1,1,0,1,1,11484.0,16
1800,528458150,60,FV,112.0,12217,NA,IR1,Lvl,Inside,Gtl,Norm,1Fam,2Story,8,5,2007,2007,Hip,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,745.0,Unf,0.0,210.0,955.0,Ex,Y,SBrkr,955,925,0,1880,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3.0,880.0,TA,TA,Y,168,127,0,0,0,0,NA,NA,0,12,2007,New,310013.0,2835.0,3.5,880.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,955.0,3,2865.0,4775.0,4,3,0,0,1,0,1,1,22680.0,40
1632,527182040,120,RL,60.0,3696,NA,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1074.0,1074.0,Ex,Y,SBrkr,1088,0,0,1088,0.0,0.0,1,1,2,1,Gd,5,Typ,0,NA,Attchd,1987.0,RFn,2.0,461.0,TA,TA,Y,0,74,137,0,0,0,NA,NA,0,10,2007,WD ,170000.0,2162.0,1.5,461.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1074.0,3,3222.0,4296.0,4,3,0,0,0,0,1,1,17296.0,40
2624,535453160,20,RL,70.0,7560,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,5,1959,1959,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,369.0,Unf,0.0,671.0,1040.0,TA,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1959.0,RFn,1.0,286.0,TA,TA,Y,140,0,252,0,0,0,GdWo,NA,0,7,2006,WD ,133700.0,2080.0,1.0,286.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1040.0,3,3120.0,3120.0,3,3,0,0,0,0,1,1,10400.0,25
2197,909250150,70,RL,55.0,10592,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,6,7,1923,1996,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,602.0,602.0,TA,Y,SBrkr,900,602,0,1502,0.0,0.0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1923.0,Unf,1.0,180.0,TA,TA,Y,96,0,112,0,53,0,NA,NA,0,8,2007,WD ,165000.0,2104.0,1.5,180.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,602.0,2,1204.0,1806.0,3,4,73,1,1,0,1,1,12624.0,42
1045,527451400,160,RM,21.0,1680,NA,Reg,Lvl,Inside,Gtl,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,358.0,Unf,0.0,125.0,483.0,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,5,Typ,0,NA,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,8,2008,WD ,89500.0,1470.0,1.5,264.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,483.0,3,1449.0,1449.0,3,3,0,0,0,0,1,1,8820.0,18
2549,534427090,190,RL,75.0,10382,NA,Reg,Lvl,Inside,Gtl,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,513.0,Unf,0.0,75.0,588.0,TA,Y,SBrkr,1095,0,0,1095,1.0,0.0,1,0,2,1,TA,6,Typ,0,NA,Attchd,1958.0,RFn,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2006,ConLD,140000.0,1683.0,2.0,264.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,588.0,3,1764.0,1764.0,3,2,0,0,0,0,1,1,10098.0,30
2829,908188110,160,RM,24.0,2522,NA,Reg,Lvl,Inside,Gtl,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,Ex,Y,SBrkr,970,739,0,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,NA,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,0,0,0,NA,NA,0,5,2006,WD ,134000.0,2679.0,2.0,380.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,970.0,3,2910.0,3880.0,4,3,0,0,0,0,1,1,18753.0,35
2480,531451290,60,RL,70.0,9370,NA,IR2,Lvl,Inside,Gtl,Norm,1Fam,2Story,6,5,1992,1993,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,758.0,Unf,0.0,78.0,836.0,Ex,Y,SBrkr,844,887,0,1731,1.0,0.0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1992.0,RFn,2.0,462.0,TA,TA,Y,307,85,0,0,224,0,NA,Othr,3000,10,2006,WD ,248500.0,2567.0,3.5,462.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,836.0,3,2508.0,3344.0,4,3,1,1,0,0,1,1,15402.0,30
2724,905200490,80,RL,72.0,10246,NA,IR1,Lvl,CulDSac,Gtl,Norm,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,648.0,Unf,0.0,0.0,648.0,Ex,Y,SBrkr,960,0,0,960,1.0,1.0,0,0,0,1,TA,3,Typ,0,NA,Attchd,1965.0,Unf,1.0,364.0,TA,TA,Y,88,0,0,0,0,0,NA,NA,0,5,2006,WD ,145000.0,1608.0,1.5,364.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,648.0,4,2592.0,1944.0,3,4,36,1,0,0,1,1,6432.0,36
2352,527356060,60,RL,85.0,11475,NA,Reg,Lvl,Inside,Gtl,RRAn,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550.0,Unf,0.0,163.0,713.0,TA,Y,SBrkr,811,741,0,1552,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2.0,434.0,TA,TA,Y,209,208,0,0,0,0,MnPrv,NA,0,2,2006,WD ,179900.0,2265.0,3.5,434.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,713.0,3,2139.0,2852.0,3,3,0,0,1,0,1,1,13590.0,36
1783,528431110,20,RL,75.0,9986,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,5,2006,2007,Gable,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1795.0,1795.0,Ex,Y,SBrkr,1795,0,0,1795,0.0,0.0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3.0,895.0,TA,TA,Y,0,49,0,0,0,0,NA,NA,0,2,2007,New,147000.0,3590.0,2.0,895.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1795.0,3,5385.0,8975.0,4,3,1,1,1,0,1,1,28720.0,40
338,923426070,60,RL,63.0,10475,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,2Story,5,5,1991,1991,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,458.0,Unf,0.0,166.0,624.0,Gd,Y,SBrkr,624,650,0,1274,0.0,0.0,1,1,3,1,TA,6,Typ,0,NA,Detchd,1993.0,Unf,2.0,576.0,TA,TA,Y,22,0,0,0,0,0,GdWo,NA,0,3,2010,WD ,136000.0,1898.0,1.5,576.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,624.0,3,1872.0,2496.0,3,3,0,0,0,0,1,1,9490.0,25
196,903227020,50,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,264.0,Unf,0.0,308.0,572.0,Ex,Y,FuseA,848,348,0,1196,0.0,1.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1973.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2010,WD ,128000.0,1768.0,2.0,576.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,572.0,3,1716.0,1716.0,3,4,10,1,1,0,1,1,10608.0,36
762,904100190,20,RL,50.0,4280,NA,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,4,9,1946,2001,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,560.0,560.0,Ex,Y,FuseA,704,0,0,704,0.0,1.0,1,0,2,1,Fa,4,Typ,0,NA,CarPort,1946.0,Unf,1.0,220.0,TA,TA,Y,0,0,24,0,0,0,NA,NA,0,9,2009,WD ,88750.0,1264.0,1.5,220.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,560.0,3,1680.0,1120.0,3,4,55,1,0,0,1,1,5056.0,36
151,535302200,20,RL,119.0,10895,NA,Reg,Lvl,Corner,Gtl,Norm,1Fam,1Story,5,6,1955,1955,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,648.0,Unf,0.0,324.0,972.0,TA,Y,SBrkr,972,0,0,972,0.0,0.0,1,0,3,1,TA,5,Typ,0,NA,Attchd,1955.0,Unf,1.0,305.0,TA,TA,Y,0,0,205,0,0,0,GdWo,NA,0,6,2010,WD ,122500.0,1944.0,1.0,305.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,972.0,3,2916.0,2916.0,3,4,0,0,0,0,1,1,9720.0,30
158,535353190,50,RL,78.0,17503,NA,Reg,Lvl,Inside,Gtl,Artery,1Fam,1.5Fin,6,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,TA,Y,SBrkr,912,546,0,1458,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1948.0,Unf,1.0,330.0,TA,TA,Y,192,0,0,0,0,0,NA,NA,0,1,2010,WD ,97500.0,2370.0,1.5,330.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,912.0,3,2736.0,2736.0,3,3,2,1,1,0,1,1,14220.0,30
2572,535151080,20,RL,109.0,9723,NA,IR1,Lvl,Corner,Gtl,Norm,1Fam,1Story,6,7,1963,1963,Hip,MetalSd,MetalSd,BrkFace,332.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,TA,Y,SBrkr,1008,0,0,1008,0.0,0.0,1,0,2,1,TA,5,Typ,0,NA,Attchd,1963.0,RFn,2.0,430.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,10,2006,WD ,135000.0,2016.0,1.0,430.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1008.0,3,3024.0,3024.0,3,3,0,0,0,0,1,1,12096.0,42
1686,528102090,20,RL,90.0,11694,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,9,5,2007,2007,Hip,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48.0,Unf,0.0,1774.0,1822.0,Ex,Y,SBrkr,1828,0,0,1828,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,0,0,260,0,NA,NA,0,7,2007,New,314813.0,3650.0,2.0,774.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1822.0,3,5466.0,9110.0,5,3,0,0,1,0,1,1,32850.0,45
943,911103050,50,C (all),105.0,8470,NA,IR1,Lvl,Corner,Gtl,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0.0,Unf,0.0,1013.0,1013.0,TA,N,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,Fa,6,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,N,0,0,156,0,0,0,MnPrv,NA,0,10,2009,ConLD,85000.0,2539.0,1.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1013.0,2,2026.0,3039.0,2,2,67,1,0,0,1,0,7617.0,6
735,903226170,50,RM,50.0,6000,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1.5Fin,6,9,1937,2000,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,TA,Y,SBrkr,786,390,0,1176,0.0,0.0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1999.0,Unf,2.0,624.0,TA,TA,N,210,0,0,0,0,0,NA,NA,0,7,2009,WD ,134900.0,1874.0,1.0,624.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,698.0,3,2094.0,2094.0,4,3,63,1,0,0,1,1,11244.0,54
2741,905451410,20,RL,70.0,10519,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,8,1955,1999,Hip,MetalSd,MetalSd,Stone,164.0,TA,TA,CBlock,TA,TA,Mn,Unf,0.0,Unf,0.0,1057.0,1057.0,Gd,Y,SBrkr,1057,0,0,1057,0.0,1.0,1,0,3,1,Gd,6,Typ,0,NA,Attchd,1955.0,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,0,3,2006,WD ,137000.0,2114.0,1.5,288.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1057.0,3,3171.0,3171.0,3,3,44,1,0,0,1,1,10570.0,40
1106,528363110,20,RL,91.0,10437,NA,IR1,Lvl,Inside,Gtl,Norm,1Fam,1Story,8,6,1995,1995,Hip,MetalSd,MetalSd,BrkFace,660.0,Gd,Gd,PConc,Gd,TA,Gd,GLQ,1696.0,Unf,0.0,413.0,2109.0,Ex,Y,SBrkr,2113,0,0,2113,1.0,0.0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,1995.0,Fin,3.0,839.0,TA,TA,Y,236,46,0,0,0,0,NA,NA,0,8,2008,WD ,350000.0,4222.0,3.5,839.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2109.0,3,6327.0,8436.0,4,4,0,0,1,0,1,1,33776.0,48
2375,527452290,20,RL,65.0,7514,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,5,7,1967,1975,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,373.0,Rec,108.0,462.0,943.0,TA,Y,SBrkr,1387,0,0,1387,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1974.0,RFn,1.0,300.0,TA,TA,Y,0,0,240,0,0,0,NA,NA,0,9,2006,WD ,145000.0,2330.0,2.0,300.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,943.0,3,2829.0,2829.0,3,3,8,1,1,0,1,1,11650.0,35
1701,528118040,60,RL,118.0,13654,NA,IR1,Lvl,CulDSac,Gtl,Norm,1Fam,2Story,9,5,2005,2006,Gable,MetalSd,MetalSd,BrkFace,365.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1704.0,1704.0,Ex,Y,SBrkr,1722,1036,0,2758,0.0,0.0,2,1,4,1,Ex,9,Typ,1,Ex,BuiltIn,2005.0,Fin,3.0,814.0,TA,TA,Y,282,55,0,0,0,0,NA,NA,0,5,2007,WD ,418000.0,4462.0,2.5,814.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1704.0,3,5112.0,8520.0,4,3,1,1,1,0,1,1,40158.0,45
2657,902207110,30,RM,48.0,5747,NA,Reg,Lvl,Inside,Gtl,Norm,1Fam,1Story,3,4,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,Gd,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,1938.0,Unf,1.0,250.0,TA,Fa,N,112,0,0,0,0,0,NA,NA,0,6,2006,WD ,64000.0,1638.0,1.0,250.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,798.0,3,2394.0,2394.0,3,3,30,1,0,0,1,1,4914.0,12
907,909129100,50,RH,55.0,4500,Pave,IR2,Bnk,Inside,Gtl,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182.0,Unf,0.0,611.0,793.0,Ex,Y,SBrkr,848,672,0,1520,0.0,0.0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1968.0,Unf,1.0,281.0,TA,TA,Y,0,0,56,0,0,0,NA,NA,0,7,2009,WD ,159434.0,2313.0,1.0,281.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,793.0,3,2379.0,2379.0,3,3,68,1,0,0,1,1,11565.0,25
1777,528427100,20,RL,91.0,11830,NA,Reg,Lvl,Inside,Gtl,Feedr,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,164.0,Gd,TA,PConc,Gd,TA,No,GLQ,1220.0,Unf,0.0,322.0,1542.0,Ex,Y,SBrkr,1542,0,0,1542,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Unf,3.0,852.0,TA,TA,Y,168,110,0,0,0,0,NA,NA,0,7,2007,New,260261.0,3084.0,3.0,852.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1542.0,3,4626.0,6168.0,4,3,0,0,1,0,1,1,24672.0,40
164,535454070,50,RL,71.0,8520,NA,Reg,Lvl,Corner,Gtl,Artery,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507.0,Unf,0.0,403.0,910.0,Fa,Y,SBrkr,910,475,0,1385,0.0,0.0,2,0,4,1,TA,6,Typ,0,NA,Detchd,2000.0,Unf,2.0,720.0,TA,TA,Y,0,0,0,0,0,0,MnPrv,NA,0,6,2010,WD ,166000.0,2295.0,2.0,720.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,910.0,3,2730.0,2730.0,3,2,0,0,0,0,1,1,11475.0,20
